customer_id,full_name,email,email_domain,primary_phone,company,city,country,region,subscription_date,subscription_year,subscription_month,subscription_quarter,customer_tenure_years,customer_segment,website
Fd67d4aDf749FE5,Omar Davies,hreid@jordan-pena.com,jordan-pena.com,131795527415895,"Rich, Oneill and Daniels",Dicksonburgh,Guinea,Other,2021-09-02,2021,9,2021Q3,5,Loyal,http://www.best.biz/
8b7C8Ffe256FBFb,Chelsea Giles,sharon31@stanley.info,stanley.info,9662332095,Curtis Inc,Evanfort,Kuwait,Other,2021-11-26,2021,11,2021Q4,5,Loyal,https://griffin-willis.com/
983Dad40cbcBf18,Pam Crane,luisreynolds@caldwell.com,caldwell.com,6796590893,Patton-English,East Taylorborough,Cameroon,Other,2020-10-27,2020,10,2020Q4,6,Legacy,http://rich.info/
3eD61CdD0B672Fc,Sandy Kaufman,carlaburton@tran-wu.info,tran-wu.info,159790813682786,Gillespie-Kemp,East Taylorville,Antigua and Barbuda,Other,2020-06-11,2020,6,2020Q2,6,Legacy,http://www.schaefer.org/
Bd6deeDc10eD051,Madison Clark,ikeith@richards.com,richards.com,9990905244,"Atkinson, Benitez and Tapia",Cristianmouth,Nigeria,Other,2022-05-19,2022,5,2022Q2,4,Loyal,http://www.mack.info/
7A0AeedaE28Ce67,Leah Coffey,felicia85@joseph.com,joseph.com,5891347453,Rasmussen-Frederick,Lake Darrell,Slovenia,Other,2020-01-20,2020,1,2020Q1,6,Legacy,http://terrell.net/
822aaF7B5f2CDce,Julie Montgomery,jose39@huber.com,huber.com,4711963570531,"Brady, Le and Sherman",New Mathew,Northern Mariana Islands,Other,2021-12-13,2021,12,2021Q4,5,Loyal,http://whitehead.biz/
a6d9bE38B614721,Darrell Small,boyerjoy@gross-meadows.info,gross-meadows.info,9621633676,Nicholson LLC,Lake Warrenmouth,Reunion,Other,2022-03-19,2022,3,2022Q1,4,Loyal,http://www.sherman.com/
F03BC8cDe64cFCa,Andrew Bolton,meghanharmon@travis.biz,travis.biz,196496871319267,Sutton-David,East Nathanmouth,United Arab Emirates,Other,2020-04-27,2020,4,2020Q2,6,Legacy,http://olson-collier.com/
1f239d0e0b92118,Jaime Hayden,mrowe@forbes-holmes.org,forbes-holmes.org,9543420875322,Higgins Ltd,Mullenmouth,Iran,Other,2021-12-10,2021,12,2021Q4,5,Loyal,http://randolph-stewart.info/
39a6DeEEbbeF8E6,Logan Carney,rebecca89@marquez.net,marquez.net,5052283490,Jensen-Crawford,Omarport,Gibraltar,Other,2020-10-31,2020,10,2020Q4,6,Legacy,http://www.giles.com/
d3905aAEeB7eF7b,Pedro Franco,hunterjenkins@cervantes.com,cervantes.com,042683595329908,"Acevedo, Blanchard and Deleon",West Sharonville,Oman,Other,2021-07-14,2021,7,2021Q3,5,Loyal,https://bernard.com/
FD21f4cce8C062f,Daryl Meza,conneraaron@bryant.net,bryant.net,5032795076,Roberts-Curry,West Jennifer,Hungary,Other,2021-01-12,2021,1,2021Q1,5,Loyal,https://www.price-lyons.info/
BBA47d60EAb3EAB,Haley Levine,hamiltongreg@perkins.com,perkins.com,617212209960992,Bowers-Nichols,Jacobfort,Tuvalu,Other,2020-04-19,2020,4,2020Q2,6,Legacy,https://www.salinas-roth.biz/
C90EdA7b802D82b,Caitlyn Vazquez,ebush@jimenez.com,jimenez.com,001381080726028757,"Burnett, Carter and Shah",New Bruce,Maldives,Other,2020-08-06,2020,8,2020Q3,6,Legacy,https://www.blair.com/
f02B9FbEb8Bebda,Keith Combs,tommy24@wong-ray.com,wong-ray.com,0049143402,"Bryant, Blankenship and Orozco",North Pattystad,Vietnam,Other,2020-10-21,2020,10,2020Q4,6,Legacy,http://hernandez.com/
99b8c488a575a4D,Hayden Cline,kristinebaldwin@holloway-sharp.com,holloway-sharp.com,4004010972,"Garrison, Kelley and Choi",Julianberg,Ireland,Other,2020-06-15,2020,6,2020Q2,6,Legacy,http://www.maynard.biz/
C3AFdd623C0FbDA,Jeanette Sanford,daviesmatthew@turner.com,turner.com,8584286796,"Sutton, Doyle and Velez",Wadeborough,Dominica,Other,2021-07-21,2021,7,2021Q3,5,Loyal,http://www.santiago.com/
5cA80623F6C75de,Brandon Richmond,fmcgee@foster.com,foster.com,0018041617001727,Gould Ltd,Beardfort,Pakistan,Other,2020-01-05,2020,1,2020Q1,6,Legacy,http://barron-terry.com/
C0E2ab2e71A490E,Latasha Miller,wcarter@ali.info,ali.info,7853943598,Romero Group,East Glenfort,Aruba,Other,2020-01-05,2020,1,2020Q1,6,Legacy,http://www.atkinson.net/
AAEfB9E5c86ab72,Shaun Luna,mshaw@cantu-le.net,cantu-le.net,0929894066,"Sparks, Garcia and Maxwell",West Emma,Uganda,Other,2021-12-18,2021,12,2021Q4,5,Loyal,http://www.pennington.com/
